<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
ROSN,D,20140618,000000,251.4300000,252.5800000,249.2300000,250.8700000
ROSN,D,20140619,000000,252.9900000,254.2300000,249.2400000,249.8900000
ROSN,D,20140620,000000,250.3000000,251.8400000,248.0700000,250.1100000
ROSN,D,20140623,000000,250.6000000,253.3000000,250.0000000,252.3000000
ROSN,D,20140624,000000,253.1000000,258.3000000,252.7000000,257.8100000
ROSN,D,20140625,000000,256.7700000,257.6900000,248.7400000,250.0000000
ROSN,D,20140626,000000,250.7900000,252.4400000,248.5000000,249.2400000
ROSN,D,20140627,000000,249.8000000,251.2400000,247.1100000,249.4900000
ROSN,D,20140630,000000,249.7000000,250.1100000,246.3500000,249.3000000
ROSN,D,20140701,000000,249.2600000,250.3500000,247.1700000,250.1600000
ROSN,D,20140702,000000,250.2700000,255.2900000,249.7200000,255.1900000
ROSN,D,20140703,000000,255.3000000,258.5500000,255.2400000,257.7000000
ROSN,D,20140704,000000,257.9700000,259.0000000,253.9000000,253.9000000
ROSN,D,20140707,000000,243.7500000,248.9900000,241.1200000,248.9900000
ROSN,D,20140708,000000,248.8000000,254.5000000,248.6400000,249.9900000
ROSN,D,20140709,000000,248.9900000,249.9000000,245.3200000,247.9500000
ROSN,D,20140710,000000,248.2100000,249.7200000,242.2000000,244.9500000
ROSN,D,20140711,000000,245.5000000,246.6500000,242.6100000,246.0100000
ROSN,D,20140714,000000,246.3400000,247.8800000,241.5700000,242.0000000
ROSN,D,20140715,000000,242.6000000,244.4400000,240.5000000,241.9200000
ROSN,D,20140716,000000,241.9000000,245.3000000,240.7300000,244.1800000
ROSN,D,20140717,000000,237.0000000,237.0000000,229.0200000,233.7000000
ROSN,D,20140718,000000,229.0200000,232.1800000,229.0200000,231.7500000
ROSN,D,20140721,000000,231.4800000,231.4800000,225.7600000,225.9100000
ROSN,D,20140722,000000,227.3300000,229.5000000,226.2300000,226.7600000
ROSN,D,20140723,000000,228.2000000,229.1800000,220.1100000,221.8000000
ROSN,D,20140724,000000,222.0000000,222.4500000,220.2100000,222.4500000
ROSN,D,20140725,000000,222.1500000,223.9900000,219.6500000,220.8400000
ROSN,D,20140728,000000,220.6200000,220.9700000,214.3900000,218.2100000
ROSN,D,20140729,000000,218.7100000,221.4400000,217.0600000,220.3000000
ROSN,D,20140730,000000,218.8900000,226.8700000,217.0100000,224.0000000
ROSN,D,20140731,000000,224.2600000,226.7200000,222.1200000,223.0000000
ROSN,D,20140801,000000,222.1000000,224.0000000,219.4200000,221.7900000
ROSN,D,20140804,000000,221.3500000,223.3800000,219.0000000,219.9000000
ROSN,D,20140805,000000,221.2000000,221.7800000,219.0800000,220.0000000
ROSN,D,20140806,000000,219.7900000,223.7600000,218.5500000,219.5500000
ROSN,D,20140807,000000,219.4500000,222.9900000,218.6800000,221.0000000
ROSN,D,20140808,000000,221.5000000,222.5500000,219.5100000,219.5400000
ROSN,D,20140811,000000,222.0000000,225.6400000,221.2100000,221.3800000
ROSN,D,20140812,000000,221.6800000,223.2000000,219.7500000,221.6500000
ROSN,D,20140813,000000,221.6400000,227.3300000,221.6400000,225.9900000
ROSN,D,20140814,000000,226.8500000,227.5000000,224.5700000,226.3000000
ROSN,D,20140815,000000,226.0000000,226.9100000,224.6500000,225.0000000
ROSN,D,20140818,000000,225.0100000,226.6400000,223.6600000,224.6800000
ROSN,D,20140819,000000,225.4500000,227.7100000,225.1100000,227.4000000
ROSN,D,20140820,000000,227.6200000,231.8000000,226.8300000,231.5400000
ROSN,D,20140821,000000,231.4800000,234.7000000,231.1800000,233.0000000
ROSN,D,20140822,000000,234.0000000,234.0000000,228.0000000,230.0300000
ROSN,D,20140825,000000,230.3000000,232.2000000,229.3600000,231.6900000
ROSN,D,20140826,000000,231.9800000,232.6500000,229.2200000,229.2200000
ROSN,D,20140827,000000,230.4000000,233.0000000,229.7300000,231.6900000
ROSN,D,20140828,000000,231.6200000,232.0000000,226.0600000,228.9900000
ROSN,D,20140829,000000,228.5600000,231.4400000,226.0000000,226.0000000
ROSN,D,20140901,000000,227.0400000,232.0000000,226.5000000,229.0000000
ROSN,D,20140902,000000,229.5500000,231.0000000,227.9400000,230.5000000
ROSN,D,20140903,000000,230.2200000,236.9000000,229.9200000,236.1300000
ROSN,D,20140904,000000,236.2300000,237.9700000,233.1300000,236.5400000
ROSN,D,20140905,000000,234.7000000,239.0900000,234.5100000,238.0000000
ROSN,D,20140908,000000,236.9900000,238.8500000,232.2300000,234.0200000
ROSN,D,20140909,000000,234.1000000,235.9200000,233.9200000,234.5500000
ROSN,D,20140910,000000,234.5000000,236.0000000,232.7100000,234.9000000
ROSN,D,20140911,000000,234.7200000,236.3500000,230.0100000,230.0100000
ROSN,D,20140912,000000,230.0000000,234.2000000,228.5100000,233.2000000
ROSN,D,20140915,000000,233.0000000,234.0200000,231.2100000,232.1900000
ROSN,D,20140916,000000,232.9800000,241.6200000,232.4800000,240.5000000
ROSN,D,20140917,000000,239.8200000,240.5000000,234.8000000,237.3400000
ROSN,D,20140918,000000,237.6800000,241.0000000,236.0000000,238.7600000
ROSN,D,20140919,000000,239.0000000,239.0000000,231.7200000,233.5000000
ROSN,D,20140922,000000,234.1500000,234.5200000,230.0000000,230.0000000
ROSN,D,20140923,000000,230.5600000,233.0000000,230.0400000,232.7900000
ROSN,D,20140924,000000,233.3700000,234.3100000,231.8300000,232.3600000
ROSN,D,20140925,000000,233.0600000,234.5300000,230.7900000,231.2000000
ROSN,D,20140926,000000,231.5000000,233.4400000,228.9300000,232.3900000
ROSN,D,20140929,000000,233.7800000,236.0200000,228.7400000,229.0000000
ROSN,D,20140930,000000,229.8700000,233.7000000,228.5000000,232.0000000
ROSN,D,20141001,000000,231.3200000,233.1300000,230.0000000,230.0000000
ROSN,D,20141002,000000,229.5100000,230.5700000,225.7900000,226.3700000
ROSN,D,20141003,000000,228.0000000,230.3000000,226.9800000,227.7300000
ROSN,D,20141006,000000,229.3700000,233.4700000,229.3700000,232.0700000
ROSN,D,20141007,000000,232.5000000,232.9400000,229.6500000,231.3000000
ROSN,D,20141008,000000,230.5000000,232.7500000,227.5000000,227.5000000
ROSN,D,20141009,000000,229.9900000,231.2500000,227.0500000,228.4700000
ROSN,D,20141010,000000,226.0000000,227.1800000,221.8500000,222.3000000
ROSN,D,20141013,000000,221.9800000,227.7900000,221.4000000,225.5300000
ROSN,D,20141014,000000,225.4900000,233.4700000,225.0000000,230.3000000
ROSN,D,20141015,000000,229.7800000,230.2100000,225.6400000,226.6100000
ROSN,D,20141016,000000,227.2700000,229.9300000,223.0000000,224.1500000
ROSN,D,20141017,000000,225.8700000,230.1000000,225.1000000,228.6900000
ROSN,D,20141020,000000,229.6500000,230.7500000,225.5500000,227.2000000
ROSN,D,20141021,000000,227.0100000,229.4500000,225.0000000,228.2400000
ROSN,D,20141022,000000,228.4000000,229.2500000,224.7100000,225.4000000
ROSN,D,20141023,000000,224.7300000,225.7200000,222.2500000,224.2000000
ROSN,D,20141024,000000,224.5100000,226.0000000,222.5000000,225.8800000
ROSN,D,20141027,000000,227.0200000,229.2800000,225.6500000,227.9000000
ROSN,D,20141028,000000,228.5000000,231.5000000,227.4900000,229.6000000
ROSN,D,20141029,000000,230.3500000,233.4500000,228.2100000,233.4500000
ROSN,D,20141030,000000,232.5000000,236.2000000,230.5100000,235.9600000
ROSN,D,20141031,000000,236.5000000,239.9000000,234.7100000,239.9000000
ROSN,D,20141103,000000,240.1100000,240.9000000,237.3800000,240.3000000
ROSN,D,20141105,000000,239.0100000,239.8800000,234.5200000,239.8800000
ROSN,D,20141106,000000,239.5000000,243.9500000,238.5000000,239.2100000
ROSN,D,20141107,000000,240.3700000,243.9200000,237.0000000,239.0200000
ROSN,D,20141110,000000,240.9000000,243.0400000,239.0100000,239.8600000
ROSN,D,20141111,000000,239.9900000,242.3700000,238.8500000,239.3400000
ROSN,D,20141112,000000,239.8400000,240.3400000,236.0000000,237.2300000
ROSN,D,20141113,000000,237.0300000,238.6000000,231.5000000,231.5000000
ROSN,D,20141114,000000,231.4900000,235.4000000,230.1300000,233.7900000
ROSN,D,20141117,000000,232.9900000,235.0500000,232.3500000,233.9700000
ROSN,D,20141118,000000,234.4900000,235.9800000,233.5000000,235.7000000
ROSN,D,20141119,000000,235.5000000,235.9900000,234.4000000,235.0000000
ROSN,D,20141120,000000,235.1700000,237.0000000,234.0300000,235.8000000
ROSN,D,20141121,000000,236.5000000,241.5900000,235.0700000,240.4000000
ROSN,D,20141124,000000,241.0500000,241.4900000,236.4900000,237.6200000
ROSN,D,20141125,000000,237.9000000,238.1900000,235.0200000,237.0100000
ROSN,D,20141126,000000,236.4000000,238.5800000,234.3300000,238.0000000
ROSN,D,20141127,000000,237.6000000,239.1000000,232.4500000,233.6600000
ROSN,D,20141128,000000,232.6200000,234.8600000,228.9200000,233.7400000
ROSN,D,20141201,000000,232.0000000,239.5000000,231.0500000,233.5000000
ROSN,D,20141202,000000,234.7500000,235.0000000,230.3000000,232.7500000
ROSN,D,20141203,000000,233.0000000,235.4500000,227.5000000,230.4500000
ROSN,D,20141204,000000,230.8000000,232.7500000,228.3000000,228.3000000
ROSN,D,20141205,000000,228.6500000,229.0000000,221.7000000,221.9500000
ROSN,D,20141208,000000,222.0000000,226.2000000,210.6500000,212.2000000
ROSN,D,20141209,000000,211.7000000,217.9000000,205.5000000,213.3500000
ROSN,D,20141210,000000,214.8000000,218.1500000,212.1500000,213.5000000
ROSN,D,20141211,000000,213.8000000,215.3500000,204.3000000,208.0000000
ROSN,D,20141212,000000,207.0000000,215.4500000,200.0000000,210.7500000
ROSN,D,20141215,000000,211.7000000,213.1000000,201.3000000,201.5000000
ROSN,D,20141216,000000,201.5000000,205.0000000,183.9500000,200.6500000
ROSN,D,20141217,000000,201.0000000,206.5000000,190.1000000,194.6500000
ROSN,D,20141218,000000,200.0500000,212.0000000,196.3000000,196.9000000
ROSN,D,20141219,000000,198.1000000,201.3500000,187.4000000,194.1500000
ROSN,D,20141222,000000,196.2000000,208.9500000,194.0000000,198.9000000
ROSN,D,20141223,000000,200.0000000,203.9500000,195.5000000,196.6500000
ROSN,D,20141224,000000,195.6000000,199.0000000,193.2000000,193.2000000
ROSN,D,20141225,000000,193.8000000,196.2500000,192.0000000,195.0000000
ROSN,D,20141226,000000,195.7500000,198.5500000,194.7000000,196.7500000
ROSN,D,20141229,000000,197.0500000,206.5000000,195.1500000,201.8000000
ROSN,D,20141230,000000,200.1500000,201.3500000,192.3000000,195.8000000
ROSN,D,20150105,000000,193.0000000,200.0000000,192.0000000,196.7500000
ROSN,D,20150106,000000,196.2500000,203.0000000,195.3000000,200.3000000
ROSN,D,20150108,000000,202.0500000,215.3000000,201.0500000,214.9500000
ROSN,D,20150109,000000,215.0000000,216.9500000,204.2000000,206.6000000
ROSN,D,20150112,000000,206.0000000,209.7000000,201.9500000,204.0000000
ROSN,D,20150113,000000,203.9500000,208.7500000,201.0500000,204.9000000
ROSN,D,20150114,000000,204.8500000,210.9000000,204.3000000,209.5000000
ROSN,D,20150115,000000,211.7500000,224.3000000,211.3000000,219.9000000
ROSN,D,20150116,000000,219.4500000,226.7000000,216.7500000,226.0000000
ROSN,D,20150119,000000,226.2000000,237.3500000,223.9000000,225.3000000
ROSN,D,20150120,000000,226.4000000,232.2000000,222.4000000,227.0000000
ROSN,D,20150121,000000,227.6000000,234.8000000,226.0500000,234.6000000
ROSN,D,20150122,000000,234.7500000,244.6000000,234.0500000,241.8000000
ROSN,D,20150123,000000,242.4500000,247.7500000,241.5500000,243.9000000
ROSN,D,20150126,000000,243.0000000,243.0000000,234.7000000,237.2500000
ROSN,D,20150127,000000,234.7000000,245.0000000,233.0000000,239.0000000
ROSN,D,20150128,000000,240.1000000,241.3000000,230.2500000,231.5000000
ROSN,D,20150129,000000,231.1000000,236.0000000,226.5500000,226.5500000
ROSN,D,20150130,000000,228.9000000,232.3000000,225.0000000,229.3500000
ROSN,D,20150202,000000,231.6500000,234.3500000,224.5000000,230.5500000
ROSN,D,20150203,000000,231.5500000,241.7000000,231.1500000,238.3500000
ROSN,D,20150204,000000,239.8500000,242.8000000,237.7000000,239.0000000
ROSN,D,20150205,000000,237.7500000,251.6000000,235.2500000,251.0000000
ROSN,D,20150206,000000,251.0000000,261.0000000,250.5000000,261.0000000
ROSN,D,20150209,000000,260.6000000,269.8000000,256.2500000,257.0000000
ROSN,D,20150210,000000,256.0000000,264.3500000,253.0000000,257.0500000
ROSN,D,20150211,000000,260.5000000,272.7500000,260.0000000,265.3500000
ROSN,D,20150212,000000,266.5000000,282.9000000,264.0500000,274.0500000
ROSN,D,20150213,000000,278.9500000,290.7500000,277.7000000,290.2000000
ROSN,D,20150216,000000,290.3000000,294.2000000,275.1000000,279.7000000
ROSN,D,20150217,000000,278.9000000,289.8500000,271.1500000,275.9500000
ROSN,D,20150218,000000,278.2000000,283.4000000,276.0500000,281.4500000
ROSN,D,20150219,000000,279.5000000,281.0000000,266.5000000,275.7500000
ROSN,D,20150220,000000,276.1000000,278.0000000,271.1000000,274.0000000
ROSN,D,20150224,000000,268.8000000,271.5000000,266.3000000,268.6500000
ROSN,D,20150225,000000,269.0500000,269.4000000,260.1000000,263.4500000
ROSN,D,20150226,000000,265.2500000,269.2500000,261.0000000,263.8500000
ROSN,D,20150227,000000,263.9500000,267.0000000,261.2500000,265.8500000
ROSN,D,20150302,000000,267.0000000,274.0500000,266.8500000,269.7000000
ROSN,D,20150303,000000,269.0000000,277.7000000,264.0000000,277.0000000
ROSN,D,20150304,000000,276.5500000,279.9000000,263.2500000,264.9500000
ROSN,D,20150305,000000,265.7500000,275.0000000,262.3500000,269.6000000
ROSN,D,20150306,000000,270.0000000,270.6000000,263.2000000,263.5000000
ROSN,D,20150310,000000,261.8000000,263.9500000,251.0000000,253.0000000
ROSN,D,20150311,000000,251.5500000,256.0500000,250.1000000,251.4500000
ROSN,D,20150312,000000,253.4500000,253.6000000,245.3000000,247.7000000
ROSN,D,20150313,000000,246.5500000,249.0000000,240.0000000,241.3000000
ROSN,D,20150316,000000,240.3500000,242.8000000,236.7000000,236.7000000
ROSN,D,20150317,000000,238.2000000,241.7500000,235.5500000,237.0000000
ROSN,D,20150318,000000,238.6000000,244.4500000,237.0000000,243.4000000
ROSN,D,20150319,000000,246.0500000,248.3000000,236.3500000,237.0500000
ROSN,D,20150320,000000,237.3000000,245.0000000,234.6000000,239.3000000
ROSN,D,20150323,000000,241.7000000,246.5500000,237.1000000,239.9500000
ROSN,D,20150324,000000,239.4000000,244.5000000,236.8000000,244.0000000
ROSN,D,20150325,000000,243.7500000,245.3500000,237.5000000,242.7000000
ROSN,D,20150326,000000,245.0000000,247.7000000,237.1000000,237.1000000
ROSN,D,20150327,000000,237.1500000,240.0000000,236.0000000,237.2500000
ROSN,D,20150330,000000,237.2500000,247.7000000,237.2500000,247.5000000
ROSN,D,20150331,000000,247.4000000,253.3000000,244.6000000,252.1500000
ROSN,D,20150401,000000,252.0000000,261.8500000,250.4000000,261.3500000
ROSN,D,20150402,000000,260.4500000,264.3000000,260.2000000,262.5500000
ROSN,D,20150403,000000,262.5500000,264.8500000,260.7500000,263.7000000
ROSN,D,20150406,000000,263.7000000,267.0000000,263.5500000,266.1500000
ROSN,D,20150407,000000,266.0000000,270.9000000,263.1500000,264.1000000
ROSN,D,20150408,000000,263.6000000,263.9000000,257.5000000,263.7000000
ROSN,D,20150409,000000,261.9500000,262.4500000,254.2500000,258.5500000
ROSN,D,20150410,000000,259.0000000,263.2000000,252.8000000,256.9500000
ROSN,D,20150413,000000,257.5500000,261.5000000,255.4000000,255.5000000
ROSN,D,20150414,000000,255.8000000,255.8000000,248.2000000,249.5000000
ROSN,D,20150415,000000,250.0000000,255.7000000,246.5500000,254.4000000
ROSN,D,20150416,000000,254.9000000,259.9500000,253.0500000,259.2500000
ROSN,D,20150417,000000,259.4000000,260.7000000,252.5500000,256.0000000
ROSN,D,20150420,000000,257.2000000,263.9000000,255.0000000,260.5000000
ROSN,D,20150421,000000,260.9000000,263.2000000,258.1500000,259.7000000
ROSN,D,20150422,000000,259.6500000,261.0000000,250.7000000,252.4000000
ROSN,D,20150423,000000,251.0000000,253.0000000,247.0500000,249.1000000
ROSN,D,20150424,000000,250.1000000,260.3500000,248.6000000,258.2000000
ROSN,D,20150427,000000,258.6000000,260.3000000,256.0000000,256.0000000
ROSN,D,20150428,000000,255.7500000,257.8000000,253.7500000,256.5500000
ROSN,D,20150429,000000,255.8500000,260.7000000,254.1500000,255.0000000
ROSN,D,20150430,000000,255.5000000,257.0500000,253.5000000,256.5000000
ROSN,D,20150505,000000,257.5000000,263.5500000,255.0500000,261.5000000
ROSN,D,20150506,000000,260.8500000,261.9500000,256.0000000,259.9000000
ROSN,D,20150507,000000,258.7000000,259.0000000,251.4000000,255.2500000
ROSN,D,20150508,000000,255.2500000,260.0000000,254.0000000,259.4500000
ROSN,D,20150512,000000,258.9000000,260.4500000,254.8000000,258.3500000
ROSN,D,20150513,000000,258.5000000,259.0000000,251.9000000,252.4500000
ROSN,D,20150514,000000,252.4500000,256.9000000,252.4500000,255.7000000
ROSN,D,20150515,000000,256.6000000,259.8000000,254.9000000,257.4500000
ROSN,D,20150518,000000,257.4500000,259.3000000,256.0000000,256.1000000
ROSN,D,20150519,000000,256.0500000,256.3500000,250.2500000,252.2500000
ROSN,D,20150520,000000,251.8000000,253.3000000,245.1500000,245.9000000
ROSN,D,20150521,000000,246.2500000,248.4000000,241.7000000,245.6500000
ROSN,D,20150522,000000,245.4500000,251.2000000,245.0000000,249.9000000
ROSN,D,20150525,000000,249.4000000,249.6000000,242.1000000,244.6000000
ROSN,D,20150526,000000,246.4000000,246.8500000,242.9000000,245.1500000
ROSN,D,20150527,000000,245.0000000,249.5000000,242.9500000,247.5000000
ROSN,D,20150528,000000,247.5500000,250.7000000,245.8000000,245.8000000
ROSN,D,20150529,000000,246.9000000,248.8500000,234.0000000,234.0000000
ROSN,D,20150601,000000,236.4000000,241.4000000,235.5500000,236.0000000
ROSN,D,20150602,000000,235.8000000,239.4500000,233.5000000,237.5000000
ROSN,D,20150603,000000,238.9000000,239.5000000,230.8000000,233.1000000
ROSN,D,20150604,000000,234.0000000,237.2500000,234.0000000,236.2500000
ROSN,D,20150605,000000,236.1000000,238.3000000,234.7000000,236.7500000
ROSN,D,20150608,000000,236.8500000,244.3000000,235.8000000,239.6000000
ROSN,D,20150609,000000,239.6000000,245.5000000,238.2500000,245.0000000
ROSN,D,20150610,000000,246.0000000,246.3000000,242.1500000,246.0000000
ROSN,D,20150611,000000,245.9000000,249.3500000,244.0500000,245.2000000
ROSN,D,20150615,000000,245.1000000,245.5500000,237.3500000,243.4000000
ROSN,D,20150616,000000,243.4500000,246.3000000,243.2500000,245.7000000
ROSN,D,20150617,000000,245.5500000,247.3000000,242.8500000,245.9000000
ROSN,D,20150618,000000,245.6500000,249.7500000,244.8000000,245.0000000
ROSN,D,20150619,000000,245.0500000,250.0000000,244.0500000,250.0000000
ROSN,D,20150622,000000,250.0000000,254.3500000,249.1500000,251.6000000
ROSN,D,20150623,000000,252.5000000,252.5000000,248.5500000,250.0000000
ROSN,D,20150624,000000,250.4500000,250.4500000,246.0000000,246.0500000
ROSN,D,20150625,000000,246.1500000,247.3000000,238.2000000,238.5500000
ROSN,D,20150626,000000,235.0000000,235.0000000,228.7500000,229.9000000
ROSN,D,20150629,000000,228.8500000,230.0000000,226.0000000,229.6500000
ROSN,D,20150630,000000,229.0500000,232.0000000,227.2000000,232.0000000
ROSN,D,20150701,000000,231.8500000,233.5000000,231.2000000,232.0000000
ROSN,D,20150702,000000,232.0500000,232.7000000,230.3500000,231.2000000
ROSN,D,20150703,000000,231.1500000,231.7000000,228.1500000,228.4000000
ROSN,D,20150706,000000,226.6000000,228.6000000,222.1500000,222.8000000
ROSN,D,20150707,000000,223.0500000,223.9000000,219.0000000,220.5000000
ROSN,D,20150708,000000,220.1000000,220.9000000,214.8000000,219.0000000
ROSN,D,20150709,000000,219.6000000,225.0000000,219.4000000,223.6000000
ROSN,D,20150710,000000,225.5000000,228.0000000,224.5000000,227.0000000
ROSN,D,20150713,000000,226.6000000,231.5500000,225.0500000,231.5000000
ROSN,D,20150714,000000,231.3000000,232.1500000,223.1000000,228.8000000
ROSN,D,20150715,000000,228.9500000,232.4500000,228.1500000,230.5000000
ROSN,D,20150716,000000,230.0500000,234.5000000,229.2500000,233.9000000
ROSN,D,20150717,000000,234.3000000,234.6000000,231.5000000,232.0000000
ROSN,D,20150720,000000,232.1000000,233.5000000,227.2000000,227.2000000
ROSN,D,20150721,000000,227.4000000,228.6500000,222.5500000,227.0500000
ROSN,D,20150722,000000,226.5500000,226.9500000,223.7500000,226.9500000
ROSN,D,20150723,000000,226.6000000,226.6000000,222.8000000,223.2000000
ROSN,D,20150724,000000,223.0000000,226.0000000,220.3000000,220.6000000
ROSN,D,20150727,000000,220.4000000,222.9000000,217.0500000,220.5000000
ROSN,D,20150728,000000,220.5000000,226.6500000,218.9000000,222.9000000
ROSN,D,20150729,000000,223.9000000,229.5000000,223.0000000,229.0000000
ROSN,D,20150730,000000,229.3000000,232.4000000,228.7500000,230.1000000
ROSN,D,20150731,000000,229.0000000,236.7500000,228.3000000,236.7000000
ROSN,D,20150803,000000,235.8000000,236.2500000,231.2500000,233.0500000
ROSN,D,20150804,000000,231.5000000,235.5000000,231.5000000,233.0500000
ROSN,D,20150805,000000,234.1000000,237.0000000,232.4000000,236.1500000
ROSN,D,20150806,000000,233.9000000,235.8500000,232.2500000,233.6500000
ROSN,D,20150807,000000,233.6500000,237.3000000,233.6500000,235.5500000
ROSN,D,20150810,000000,235.3500000,237.9500000,233.5500000,236.8500000
ROSN,D,20150811,000000,236.9500000,242.6000000,235.2000000,235.5000000
ROSN,D,20150812,000000,235.5000000,240.0000000,233.9000000,240.0000000
ROSN,D,20150813,000000,240.0500000,246.7500000,240.0500000,243.9000000
ROSN,D,20150814,000000,244.2000000,248.4000000,243.2500000,246.6000000
ROSN,D,20150817,000000,246.6000000,246.6500000,244.0000000,245.1500000
ROSN,D,20150818,000000,244.4000000,244.9500000,242.5500000,243.2500000
ROSN,D,20150819,000000,243.4000000,245.0000000,238.7000000,241.0500000
ROSN,D,20150820,000000,240.2000000,242.4000000,237.6000000,240.7000000
ROSN,D,20150821,000000,238.8000000,241.0500000,234.2500000,235.2500000
ROSN,D,20150824,000000,231.7000000,234.1000000,224.1000000,227.2500000
ROSN,D,20150825,000000,228.0000000,236.9000000,228.0000000,235.4000000
ROSN,D,20150826,000000,235.0000000,240.0000000,231.5500000,240.0000000
ROSN,D,20150827,000000,240.5500000,246.4500000,239.5000000,245.5000000
ROSN,D,20150828,000000,246.6000000,248.1500000,240.2000000,246.3500000
ROSN,D,20150831,000000,245.5000000,247.0000000,240.6500000,245.1000000
ROSN,D,20150901,000000,245.3500000,247.5000000,242.6000000,242.7000000
ROSN,D,20150902,000000,242.5500000,251.4500000,242.1000000,249.0000000
ROSN,D,20150903,000000,250.4000000,252.2000000,246.3000000,249.1500000
ROSN,D,20150904,000000,248.6000000,249.8500000,244.3500000,244.3500000
ROSN,D,20150907,000000,244.3500000,247.8000000,244.3500000,246.4000000
ROSN,D,20150908,000000,247.0000000,251.2500000,246.8000000,248.0500000
ROSN,D,20150909,000000,249.4500000,251.7500000,249.2000000,249.5000000
ROSN,D,20150910,000000,248.1000000,248.7000000,244.0500000,247.2000000
ROSN,D,20150911,000000,247.5000000,247.9500000,244.7000000,245.9000000
ROSN,D,20150914,000000,245.0000000,248.5500000,244.5500000,246.0000000
ROSN,D,20150915,000000,246.1000000,247.2500000,245.0000000,246.0000000
ROSN,D,20150916,000000,246.7500000,251.5500000,245.4500000,251.5000000
ROSN,D,20150917,000000,250.5000000,255.9000000,248.5000000,252.8500000
ROSN,D,20150918,000000,254.2500000,261.1000000,253.2500000,256.0000000
ROSN,D,20150921,000000,256.9000000,258.1000000,248.7000000,249.1000000
ROSN,D,20150922,000000,250.0000000,252.3000000,243.5000000,244.8000000
ROSN,D,20150923,000000,244.7000000,245.8000000,236.2500000,237.0000000
ROSN,D,20150924,000000,236.9500000,237.9000000,232.7000000,237.2500000
ROSN,D,20150925,000000,239.0000000,243.6500000,238.2500000,238.4000000
ROSN,D,20150928,000000,239.0000000,241.2500000,235.0000000,236.6500000
ROSN,D,20150929,000000,235.0000000,240.0000000,233.3500000,239.7000000
ROSN,D,20150930,000000,240.1500000,246.2000000,239.5000000,242.9500000
ROSN,D,20151001,000000,243.1000000,244.3500000,236.6000000,237.9000000
ROSN,D,20151002,000000,238.0000000,239.0500000,233.1000000,234.6000000
ROSN,D,20151005,000000,236.4000000,245.0000000,236.1500000,244.0000000
ROSN,D,20151006,000000,244.2000000,248.8500000,242.6000000,248.5000000
ROSN,D,20151007,000000,249.0000000,252.0000000,247.0000000,251.1500000
ROSN,D,20151008,000000,250.3000000,253.3000000,249.1500000,253.0000000
ROSN,D,20151009,000000,254.1000000,268.0000000,253.0000000,267.0000000
ROSN,D,20151012,000000,266.4500000,270.2500000,259.6000000,263.0000000
ROSN,D,20151013,000000,260.5500000,262.6000000,257.5500000,262.5000000
ROSN,D,20151014,000000,260.8000000,263.5500000,259.0500000,260.8500000
ROSN,D,20151015,000000,261.4000000,265.4500000,257.8500000,258.4000000
ROSN,D,20151016,000000,260.6500000,261.8500000,252.0500000,253.4000000
ROSN,D,20151019,000000,253.0000000,253.4500000,247.0500000,251.5000000
ROSN,D,20151020,000000,251.6000000,252.0000000,245.5000000,250.7500000
ROSN,D,20151021,000000,251.0000000,253.4500000,248.9000000,251.8000000
ROSN,D,20151022,000000,252.0500000,255.2000000,250.1500000,253.4000000
ROSN,D,20151023,000000,254.8000000,257.5000000,251.6000000,253.5000000
ROSN,D,20151026,000000,253.5000000,253.7500000,249.2000000,250.5000000
ROSN,D,20151027,000000,250.1000000,251.5000000,245.0000000,251.5000000
ROSN,D,20151028,000000,251.1000000,254.1500000,249.2000000,253.8000000
ROSN,D,20151029,000000,254.2500000,256.4500000,253.2500000,255.4500000
ROSN,D,20151030,000000,254.9000000,260.0000000,252.6500000,258.1000000
ROSN,D,20151102,000000,257.8000000,262.2500000,257.0000000,262.2000000
ROSN,D,20151103,000000,262.4500000,271.8500000,260.9000000,270.6500000
ROSN,D,20151105,000000,270.0000000,275.7500000,268.0500000,270.0000000
ROSN,D,20151106,000000,269.7500000,270.7000000,264.0000000,264.7500000
ROSN,D,20151109,000000,264.9500000,268.0500000,260.9000000,262.4000000
ROSN,D,20151110,000000,262.3000000,262.3000000,256.3000000,257.5500000
ROSN,D,20151111,000000,257.4000000,267.6500000,255.6000000,266.0000000
ROSN,D,20151112,000000,264.7000000,266.8500000,262.7500000,263.0500000
ROSN,D,20151113,000000,262.1500000,266.0000000,259.6500000,260.7000000
ROSN,D,20151116,000000,260.9500000,266.5000000,260.9000000,263.5000000
ROSN,D,20151117,000000,266.5000000,274.8500000,264.7500000,271.5000000
ROSN,D,20151118,000000,272.7000000,279.5000000,269.4500000,278.2000000
ROSN,D,20151119,000000,279.4000000,282.1000000,270.3000000,271.5000000
ROSN,D,20151120,000000,271.9500000,273.0000000,264.3500000,272.9000000
ROSN,D,20151123,000000,269.3500000,279.2500000,268.0000000,274.8000000
ROSN,D,20151124,000000,274.5000000,275.9500000,265.3000000,265.7500000
ROSN,D,20151125,000000,266.9500000,274.4000000,266.1500000,271.5500000
ROSN,D,20151126,000000,272.3000000,274.9000000,269.2000000,270.8500000
ROSN,D,20151127,000000,269.7000000,270.8500000,266.0000000,268.2000000
ROSN,D,20151130,000000,267.0500000,270.8500000,265.0000000,265.0000000
