<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
GAZP,D,20140624,000000,147.6600000,153.4200000,147.5600000,153.2500000
GAZP,D,20140625,000000,152.4500000,154.2100000,149.0100000,149.2600000
GAZP,D,20140626,000000,149.7000000,150.4400000,147.0200000,147.4400000
GAZP,D,20140627,000000,148.0100000,149.8800000,147.2200000,149.3900000
GAZP,D,20140630,000000,149.8000000,150.1800000,146.5800000,148.9600000
GAZP,D,20140701,000000,148.5200000,149.5000000,146.6500000,148.9700000
GAZP,D,20140702,000000,149.0900000,151.9500000,148.9000000,151.9500000
GAZP,D,20140703,000000,152.0200000,153.6600000,151.4100000,152.3000000
GAZP,D,20140704,000000,153.0000000,153.0900000,148.2500000,149.1300000
GAZP,D,20140707,000000,149.1000000,151.4000000,149.0900000,150.3100000
GAZP,D,20140708,000000,150.5900000,153.5300000,150.5200000,151.4300000
GAZP,D,20140709,000000,151.1100000,151.7700000,149.0100000,150.4000000
GAZP,D,20140710,000000,150.8000000,151.5200000,147.1000000,148.7900000
GAZP,D,20140711,000000,148.8600000,149.2500000,146.9100000,148.1500000
GAZP,D,20140714,000000,148.4600000,148.8000000,146.5100000,147.5000000
GAZP,D,20140715,000000,147.8200000,148.3700000,146.5200000,146.5200000
GAZP,D,20140716,000000,140.3500000,143.1000000,140.1000000,142.5000000
GAZP,D,20140717,000000,140.5000000,141.0000000,138.2300000,140.0000000
GAZP,D,20140718,000000,137.9600000,139.4100000,136.5000000,139.2600000
GAZP,D,20140721,000000,140.1900000,140.4400000,135.2000000,136.0100000
GAZP,D,20140722,000000,136.7800000,138.8700000,136.0500000,137.7500000
GAZP,D,20140723,000000,138.1000000,139.0000000,135.2000000,136.2900000
GAZP,D,20140724,000000,136.0000000,137.3600000,135.1500000,136.9000000
GAZP,D,20140725,000000,136.5000000,136.8300000,134.2200000,135.1200000
GAZP,D,20140728,000000,134.6000000,134.7300000,130.9000000,132.0000000
GAZP,D,20140729,000000,132.4000000,133.7300000,130.5500000,131.3100000
GAZP,D,20140730,000000,130.4400000,135.4100000,130.1000000,133.4000000
GAZP,D,20140731,000000,134.0000000,135.0000000,131.2100000,132.0000000
GAZP,D,20140801,000000,131.5000000,131.9900000,130.2100000,131.5000000
GAZP,D,20140804,000000,132.0000000,132.7900000,128.2500000,129.5000000
GAZP,D,20140805,000000,129.9800000,130.1000000,126.2800000,126.5700000
GAZP,D,20140806,000000,126.2000000,126.5000000,123.2300000,124.7000000
GAZP,D,20140807,000000,124.0400000,128.7700000,122.7900000,126.9200000
GAZP,D,20140808,000000,126.8000000,129.3700000,126.3300000,126.5500000
GAZP,D,20140811,000000,128.0100000,130.4500000,127.8400000,128.3000000
GAZP,D,20140812,000000,128.6200000,129.9500000,127.2400000,128.0000000
GAZP,D,20140813,000000,127.8000000,131.8400000,127.7000000,131.0000000
GAZP,D,20140814,000000,131.2000000,132.4900000,130.3400000,131.4100000
GAZP,D,20140815,000000,131.2800000,133.4700000,130.6200000,132.6700000
GAZP,D,20140818,000000,132.8200000,134.4000000,132.1100000,134.2900000
GAZP,D,20140819,000000,134.2900000,136.4000000,134.2800000,136.2000000
GAZP,D,20140820,000000,136.2000000,136.8000000,135.1600000,136.7000000
GAZP,D,20140821,000000,136.5800000,137.6900000,135.5500000,136.4900000
GAZP,D,20140822,000000,136.5200000,137.2000000,134.0000000,135.0000000
GAZP,D,20140825,000000,135.0600000,136.4600000,135.0000000,136.0900000
GAZP,D,20140826,000000,136.2500000,136.9900000,134.7100000,135.0000000
GAZP,D,20140827,000000,135.8800000,136.6700000,135.1200000,135.5100000
GAZP,D,20140828,000000,135.6000000,135.7400000,131.9400000,133.8000000
GAZP,D,20140829,000000,133.5000000,134.1700000,131.8100000,131.9500000
GAZP,D,20140901,000000,132.7100000,134.7500000,131.0000000,132.3200000
GAZP,D,20140902,000000,132.6800000,133.3200000,131.3400000,133.3200000
GAZP,D,20140903,000000,133.3500000,139.6300000,133.3300000,138.2600000
GAZP,D,20140904,000000,138.2900000,139.2900000,136.8000000,138.1500000
GAZP,D,20140905,000000,137.2700000,140.1300000,136.3600000,139.0000000
GAZP,D,20140908,000000,138.7800000,139.3800000,136.8700000,139.0000000
GAZP,D,20140909,000000,139.3000000,140.8200000,138.8600000,139.0200000
GAZP,D,20140910,000000,138.3900000,139.4000000,137.6200000,139.2000000
GAZP,D,20140911,000000,139.7000000,140.2800000,136.5100000,136.6500000
GAZP,D,20140912,000000,136.5000000,138.5600000,136.0000000,137.5600000
GAZP,D,20140915,000000,137.2500000,138.1200000,135.3500000,136.0000000
GAZP,D,20140916,000000,136.0200000,139.5800000,135.2600000,138.5600000
GAZP,D,20140917,000000,138.4900000,139.3400000,136.0500000,137.0000000
GAZP,D,20140918,000000,137.2500000,138.4000000,136.5100000,138.2000000
GAZP,D,20140919,000000,137.9200000,137.9900000,134.4800000,135.9900000
GAZP,D,20140922,000000,135.7000000,136.8300000,134.6000000,135.0500000
GAZP,D,20140923,000000,135.5500000,137.2000000,135.4700000,136.5000000
GAZP,D,20140924,000000,136.9700000,138.6500000,136.8800000,137.8000000
GAZP,D,20140925,000000,138.2600000,138.9600000,136.5200000,136.9200000
GAZP,D,20140926,000000,136.5000000,137.9500000,135.7100000,137.1100000
GAZP,D,20140929,000000,138.0000000,138.5700000,135.0000000,135.7700000
GAZP,D,20140930,000000,136.2400000,139.1300000,135.1400000,137.9000000
GAZP,D,20141001,000000,137.4800000,139.8600000,137.1200000,137.2600000
GAZP,D,20141002,000000,136.7700000,137.4400000,133.7000000,134.2500000
GAZP,D,20141003,000000,134.9500000,138.0700000,134.8700000,135.8000000
GAZP,D,20141006,000000,136.6200000,139.6300000,136.6200000,138.9000000
GAZP,D,20141007,000000,139.0100000,139.5000000,136.8000000,137.1000000
GAZP,D,20141008,000000,136.2000000,137.0000000,134.6100000,134.6100000
GAZP,D,20141009,000000,136.2000000,137.2600000,134.5500000,135.6400000
GAZP,D,20141010,000000,134.2800000,134.6000000,132.0900000,133.2100000
GAZP,D,20141013,000000,132.9600000,136.4000000,132.3200000,135.2500000
GAZP,D,20141014,000000,135.3000000,136.9200000,134.5100000,135.5000000
GAZP,D,20141015,000000,134.8800000,136.4800000,134.2500000,134.5000000
GAZP,D,20141016,000000,135.0200000,135.5900000,131.9300000,132.4100000
GAZP,D,20141017,000000,133.5000000,135.4000000,133.0100000,134.6000000
GAZP,D,20141020,000000,135.2000000,136.1800000,133.1400000,134.1000000
GAZP,D,20141021,000000,134.0000000,134.9500000,132.9400000,134.0000000
GAZP,D,20141022,000000,134.5100000,134.6600000,132.2500000,133.5000000
GAZP,D,20141023,000000,132.8500000,134.1500000,131.4200000,133.5000000
GAZP,D,20141024,000000,133.4600000,134.3000000,132.3500000,133.9900000
GAZP,D,20141027,000000,135.0000000,136.0500000,133.5000000,134.0700000
GAZP,D,20141028,000000,134.3000000,136.1400000,134.1000000,135.7500000
GAZP,D,20141029,000000,136.1800000,139.0000000,135.6700000,138.5000000
GAZP,D,20141030,000000,138.1200000,139.9000000,137.6200000,139.5000000
GAZP,D,20141031,000000,140.5000000,141.5000000,139.4900000,141.5000000
GAZP,D,20141103,000000,140.9600000,144.0000000,140.2600000,143.3900000
GAZP,D,20141105,000000,143.0200000,143.8200000,141.1100000,143.2000000
GAZP,D,20141106,000000,143.2900000,146.2500000,143.0500000,144.1000000
GAZP,D,20141107,000000,143.5000000,147.0000000,142.7300000,144.5000000
GAZP,D,20141110,000000,145.4500000,146.4600000,144.3500000,145.2200000
GAZP,D,20141111,000000,144.9700000,145.6900000,143.0100000,143.7100000
GAZP,D,20141112,000000,144.1400000,145.6000000,143.0000000,143.5700000
GAZP,D,20141113,000000,143.8000000,144.4500000,141.5100000,141.8400000
GAZP,D,20141114,000000,141.5000000,143.3500000,141.0000000,142.4900000
GAZP,D,20141117,000000,142.4500000,143.4800000,141.9100000,142.6700000
GAZP,D,20141118,000000,143.1100000,144.0100000,141.5300000,143.2000000
GAZP,D,20141119,000000,143.2200000,144.3800000,142.6700000,143.9800000
GAZP,D,20141120,000000,144.1800000,145.1100000,143.2200000,144.4800000
GAZP,D,20141121,000000,144.5200000,145.9900000,143.6100000,145.0100000
GAZP,D,20141124,000000,145.7200000,146.0000000,143.8200000,144.7000000
GAZP,D,20141125,000000,144.4400000,145.3900000,143.5900000,144.1300000
GAZP,D,20141126,000000,144.0100000,145.5000000,143.6800000,145.5000000
GAZP,D,20141127,000000,145.3200000,145.8900000,143.1200000,143.1900000
GAZP,D,20141128,000000,143.0000000,144.2000000,142.0000000,142.8600000
GAZP,D,20141201,000000,142.4000000,146.1200000,142.3700000,144.1000000
GAZP,D,20141202,000000,144.3900000,146.4100000,143.5500000,144.9100000
GAZP,D,20141203,000000,145.3000000,146.4000000,144.4200000,146.2300000
GAZP,D,20141204,000000,146.3900000,147.9500000,144.5000000,144.5000000
GAZP,D,20141205,000000,144.5000000,144.9100000,140.5000000,140.5000000
GAZP,D,20141208,000000,141.2500000,142.7600000,134.0200000,135.0500000
GAZP,D,20141209,000000,135.1500000,136.8300000,133.5400000,135.2400000
GAZP,D,20141210,000000,135.8000000,139.3000000,135.6700000,136.0900000
GAZP,D,20141211,000000,135.9500000,136.9000000,133.6000000,134.0100000
GAZP,D,20141212,000000,133.2300000,137.5300000,130.5100000,134.4900000
GAZP,D,20141215,000000,135.2000000,135.8700000,127.5500000,130.2900000
GAZP,D,20141216,000000,129.3900000,134.2100000,113.7300000,131.4000000
GAZP,D,20141217,000000,130.9800000,139.9600000,125.2500000,131.0000000
GAZP,D,20141218,000000,132.3700000,139.7000000,132.0000000,137.0000000
GAZP,D,20141219,000000,137.1500000,139.0000000,131.3000000,138.7000000
GAZP,D,20141222,000000,138.8500000,140.0000000,135.7000000,136.4900000
GAZP,D,20141223,000000,136.8000000,137.7700000,132.5100000,133.4000000
GAZP,D,20141224,000000,133.4000000,135.2500000,132.6600000,134.2800000
GAZP,D,20141225,000000,133.8500000,135.1200000,133.1000000,134.8000000
GAZP,D,20141226,000000,135.1000000,136.2800000,134.5100000,134.6000000
GAZP,D,20141229,000000,134.5600000,139.4300000,133.0800000,135.5000000
GAZP,D,20141230,000000,134.4700000,134.7900000,129.7400000,130.3100000
GAZP,D,20150105,000000,129.6000000,133.9500000,129.1500000,133.9500000
GAZP,D,20150106,000000,132.9900000,138.9200000,132.7100000,138.9200000
GAZP,D,20150108,000000,140.0600000,147.5000000,140.0000000,146.4600000
GAZP,D,20150109,000000,146.4600000,147.0800000,139.9000000,141.7000000
GAZP,D,20150112,000000,141.3700000,143.4400000,139.7200000,140.2200000
GAZP,D,20150113,000000,140.2000000,143.8100000,139.0000000,142.6400000
GAZP,D,20150114,000000,141.9900000,147.5000000,141.9900000,146.3000000
GAZP,D,20150115,000000,147.5100000,149.8900000,145.5000000,147.0000000
GAZP,D,20150116,000000,145.9900000,150.2000000,145.5000000,149.6000000
GAZP,D,20150119,000000,149.5900000,152.8300000,147.5900000,148.1100000
GAZP,D,20150120,000000,148.3000000,149.7200000,145.7200000,145.7500000
GAZP,D,20150121,000000,146.9000000,149.5100000,145.9200000,148.8000000
GAZP,D,20150122,000000,149.0100000,152.6900000,148.6500000,151.5000000
GAZP,D,20150123,000000,152.3100000,152.9300000,150.3600000,152.8300000
GAZP,D,20150126,000000,151.9400000,152.4600000,146.7500000,148.0000000
GAZP,D,20150127,000000,146.5200000,152.4500000,146.1100000,150.9000000
GAZP,D,20150128,000000,151.3700000,154.4700000,147.5000000,147.7000000
GAZP,D,20150129,000000,147.1900000,149.2000000,144.4900000,145.0000000
GAZP,D,20150130,000000,145.5600000,146.8200000,142.1300000,143.8200000
GAZP,D,20150202,000000,144.7200000,145.2000000,137.4300000,138.1800000
GAZP,D,20150203,000000,139.2200000,142.3000000,138.2500000,140.3500000
GAZP,D,20150204,000000,141.2200000,143.8000000,139.4300000,142.6000000
GAZP,D,20150205,000000,141.9600000,147.7400000,140.3400000,147.6000000
GAZP,D,20150206,000000,148.0000000,152.2000000,147.1300000,151.6000000
GAZP,D,20150209,000000,151.7500000,153.9500000,147.7000000,149.3000000
GAZP,D,20150210,000000,148.8800000,151.9000000,148.0700000,149.3100000
GAZP,D,20150211,000000,150.3000000,153.8300000,149.8800000,150.5500000
GAZP,D,20150212,000000,152.5000000,157.9800000,149.5000000,157.7000000
GAZP,D,20150213,000000,158.2000000,162.7500000,158.1600000,162.4000000
GAZP,D,20150216,000000,162.4000000,163.4400000,158.2000000,160.1900000
GAZP,D,20150217,000000,159.9800000,164.2000000,156.3000000,159.2000000
GAZP,D,20150218,000000,160.5300000,166.9400000,160.4000000,163.0000000
GAZP,D,20150219,000000,163.0300000,165.4400000,157.0700000,160.9000000
GAZP,D,20150220,000000,161.5100000,162.3900000,156.6100000,158.0000000
GAZP,D,20150224,000000,154.7900000,155.7500000,152.8200000,154.9900000
GAZP,D,20150225,000000,154.8200000,155.1500000,149.2200000,150.7000000
GAZP,D,20150226,000000,151.0500000,153.7700000,149.1000000,151.6500000
GAZP,D,20150227,000000,151.1500000,153.4000000,149.7600000,152.9500000
GAZP,D,20150302,000000,152.7200000,155.8300000,152.5500000,155.5000000
GAZP,D,20150303,000000,155.2500000,160.6000000,153.5000000,159.0000000
GAZP,D,20150304,000000,158.9500000,160.1400000,153.8200000,154.0000000
GAZP,D,20150305,000000,154.7800000,157.7500000,152.6300000,154.8000000
GAZP,D,20150306,000000,155.3000000,156.1300000,151.4700000,152.1200000
GAZP,D,20150310,000000,151.3000000,151.7000000,148.0500000,148.0500000
GAZP,D,20150311,000000,148.0700000,149.6000000,145.9500000,145.9900000
GAZP,D,20150312,000000,147.0000000,147.4700000,144.7000000,144.7000000
GAZP,D,20150313,000000,145.1000000,146.1200000,141.1400000,141.8000000
GAZP,D,20150316,000000,141.1100000,142.8900000,139.7500000,139.7500000
GAZP,D,20150317,000000,140.7000000,141.6300000,138.5500000,139.7000000
GAZP,D,20150318,000000,140.1000000,141.4500000,138.7000000,140.2500000
GAZP,D,20150319,000000,141.1400000,142.6200000,136.8000000,136.8100000
GAZP,D,20150320,000000,137.1000000,138.5900000,134.5100000,136.0000000
GAZP,D,20150323,000000,137.0100000,137.5700000,133.4300000,134.6100000
GAZP,D,20150324,000000,134.3100000,138.1400000,133.4100000,137.1500000
GAZP,D,20150325,000000,137.2100000,138.3300000,133.8100000,134.9000000
GAZP,D,20150326,000000,135.9000000,136.6900000,131.7000000,132.2000000
GAZP,D,20150327,000000,132.5000000,134.9800000,132.2000000,134.8800000
GAZP,D,20150330,000000,134.4800000,137.8800000,134.2400000,137.0000000
GAZP,D,20150331,000000,136.8300000,139.1900000,136.6000000,138.9000000
GAZP,D,20150401,000000,138.4500000,143.2000000,137.5700000,143.0000000
GAZP,D,20150402,000000,143.3200000,144.8800000,142.3200000,143.9000000
GAZP,D,20150403,000000,144.0000000,145.6500000,143.0200000,143.9400000
GAZP,D,20150406,000000,144.0400000,145.7000000,143.3600000,145.7000000
GAZP,D,20150407,000000,145.4000000,147.3500000,144.8000000,146.2000000
GAZP,D,20150408,000000,145.8300000,147.3000000,145.1300000,147.2700000
GAZP,D,20150409,000000,146.9600000,148.7400000,143.7200000,148.1000000
GAZP,D,20150410,000000,148.3000000,151.9000000,147.0000000,148.0000000
GAZP,D,20150413,000000,148.2500000,150.0000000,146.3000000,148.8000000
GAZP,D,20150414,000000,148.2500000,148.4000000,143.9000000,144.4000000
GAZP,D,20150415,000000,144.4500000,150.1000000,144.2500000,150.1000000
GAZP,D,20150416,000000,150.6000000,152.8700000,149.1200000,152.4000000
GAZP,D,20150417,000000,152.5000000,153.5500000,149.3000000,149.3000000
GAZP,D,20150420,000000,149.9000000,154.7000000,148.7300000,153.9600000
GAZP,D,20150421,000000,153.5000000,156.2000000,153.4700000,155.3500000
GAZP,D,20150422,000000,155.2300000,155.2700000,150.0800000,150.8000000
GAZP,D,20150423,000000,150.9900000,151.0000000,146.6200000,150.1500000
GAZP,D,20150424,000000,150.0000000,154.1400000,149.6700000,153.8900000
GAZP,D,20150427,000000,153.9600000,155.1800000,152.0500000,152.0500000
GAZP,D,20150428,000000,151.8900000,153.1400000,149.7000000,152.7900000
GAZP,D,20150429,000000,152.8000000,154.9900000,151.7500000,152.5000000
GAZP,D,20150430,000000,152.5800000,154.2000000,151.0600000,153.5000000
GAZP,D,20150505,000000,154.2000000,158.7000000,153.3200000,156.3300000
GAZP,D,20150506,000000,156.3900000,156.3900000,153.3000000,155.2500000
GAZP,D,20150507,000000,154.5400000,154.5900000,150.8100000,152.1000000
GAZP,D,20150508,000000,152.0000000,155.6500000,151.7000000,155.5200000
GAZP,D,20150512,000000,155.4100000,157.0000000,152.1000000,154.2000000
GAZP,D,20150513,000000,154.3000000,154.5000000,151.6000000,151.7400000
GAZP,D,20150514,000000,151.8300000,153.6800000,151.0500000,151.8000000
GAZP,D,20150515,000000,152.4700000,154.1000000,151.5000000,152.9800000
GAZP,D,20150518,000000,153.0200000,154.2800000,151.6400000,151.9000000
GAZP,D,20150519,000000,151.9900000,152.4000000,148.6200000,149.8500000
GAZP,D,20150520,000000,149.8600000,149.9800000,146.0000000,146.3500000
GAZP,D,20150521,000000,146.3500000,148.2800000,144.4500000,147.1600000
GAZP,D,20150522,000000,147.3000000,149.8500000,146.9500000,148.8000000
GAZP,D,20150525,000000,148.6300000,148.8000000,145.2200000,146.6900000
GAZP,D,20150526,000000,147.3000000,147.8500000,144.8700000,145.2500000
GAZP,D,20150527,000000,145.6200000,147.7000000,144.1900000,147.6600000
GAZP,D,20150528,000000,147.5600000,149.5000000,146.1100000,146.1100000
GAZP,D,20150529,000000,146.3000000,148.9000000,139.0000000,139.0000000
GAZP,D,20150601,000000,140.1300000,141.7900000,139.2500000,139.4000000
GAZP,D,20150602,000000,139.8000000,141.7500000,138.2300000,140.7500000
GAZP,D,20150603,000000,141.0000000,144.0000000,138.8000000,140.7100000
GAZP,D,20150604,000000,140.9600000,142.3900000,139.3000000,140.2000000
GAZP,D,20150605,000000,140.3000000,142.5200000,139.4000000,142.4000000
GAZP,D,20150608,000000,142.5800000,144.4900000,141.5000000,142.6600000
GAZP,D,20150609,000000,142.9200000,146.4000000,141.8000000,146.1700000
GAZP,D,20150610,000000,146.4000000,147.7000000,145.3100000,145.6000000
GAZP,D,20150611,000000,146.0000000,146.0000000,144.0500000,145.4000000
GAZP,D,20150615,000000,144.5000000,145.8000000,142.3500000,144.9500000
GAZP,D,20150616,000000,144.9500000,147.1500000,144.8700000,146.0000000
GAZP,D,20150617,000000,146.3000000,148.4800000,145.5600000,147.6000000
GAZP,D,20150618,000000,147.7200000,149.1700000,146.2000000,147.1500000
GAZP,D,20150619,000000,147.3000000,148.7000000,146.3300000,147.1500000
GAZP,D,20150622,000000,147.4700000,149.2000000,146.9100000,148.5000000
GAZP,D,20150623,000000,148.7200000,149.3900000,145.8200000,146.2500000
GAZP,D,20150624,000000,146.7100000,148.1100000,145.8300000,146.6800000
GAZP,D,20150625,000000,146.1700000,147.6600000,143.7000000,143.7000000
GAZP,D,20150626,000000,143.7000000,145.4900000,142.6100000,145.1800000
GAZP,D,20150629,000000,143.8000000,144.5000000,142.5100000,143.5900000
GAZP,D,20150630,000000,143.4800000,145.9500000,142.2500000,145.8500000
GAZP,D,20150701,000000,145.5100000,146.9500000,144.6800000,145.5000000
GAZP,D,20150702,000000,145.5100000,146.9000000,144.8000000,145.8000000
GAZP,D,20150703,000000,145.8300000,146.0500000,144.0000000,144.3300000
GAZP,D,20150706,000000,143.5200000,144.0600000,141.2500000,143.0000000
GAZP,D,20150707,000000,142.7500000,144.8600000,142.0300000,142.5000000
GAZP,D,20150708,000000,142.5000000,142.9400000,139.5500000,141.5000000
GAZP,D,20150709,000000,141.9000000,143.8500000,141.3700000,143.7700000
GAZP,D,20150710,000000,144.0000000,144.7000000,143.5000000,143.9000000
GAZP,D,20150713,000000,143.6000000,145.3500000,143.4000000,145.2700000
GAZP,D,20150714,000000,145.3100000,146.5000000,144.1600000,146.5000000
GAZP,D,20150715,000000,141.4900000,143.3800000,141.0000000,142.7000000
GAZP,D,20150716,000000,142.5900000,144.2000000,142.0100000,144.2000000
GAZP,D,20150717,000000,143.6900000,145.6400000,143.4000000,143.6000000
GAZP,D,20150720,000000,143.9600000,144.2000000,140.5000000,141.7800000
GAZP,D,20150721,000000,141.5000000,142.4500000,139.9600000,141.4100000
GAZP,D,20150722,000000,140.9500000,141.0100000,138.7100000,140.8000000
GAZP,D,20150723,000000,140.6000000,140.8000000,138.3200000,138.3700000
GAZP,D,20150724,000000,138.1100000,138.3400000,135.8500000,136.4100000
GAZP,D,20150727,000000,136.1500000,136.3700000,133.1300000,134.5100000
GAZP,D,20150728,000000,134.4000000,136.3600000,132.7700000,135.0500000
GAZP,D,20150729,000000,135.2000000,138.7000000,134.3500000,138.7000000
GAZP,D,20150730,000000,138.5000000,140.4400000,138.0400000,139.8000000
GAZP,D,20150731,000000,139.4300000,142.6000000,137.8500000,142.5000000
GAZP,D,20150803,000000,142.0000000,143.1500000,139.9000000,141.4500000
GAZP,D,20150804,000000,141.2300000,142.7500000,140.1500000,141.8900000
GAZP,D,20150805,000000,142.2400000,143.9500000,140.7500000,143.7800000
GAZP,D,20150806,000000,143.0600000,143.7400000,140.2300000,140.8800000
GAZP,D,20150807,000000,141.0700000,142.2000000,140.5000000,141.3400000
GAZP,D,20150810,000000,141.2500000,141.6000000,138.0000000,141.5000000
GAZP,D,20150811,000000,141.5000000,143.3000000,141.0500000,141.9700000
GAZP,D,20150812,000000,141.2200000,143.2000000,140.1000000,142.9900000
GAZP,D,20150813,000000,143.3000000,144.5000000,142.7200000,143.7000000
GAZP,D,20150814,000000,143.7000000,145.4500000,142.9000000,144.8000000
GAZP,D,20150817,000000,144.4900000,144.8900000,142.7600000,144.2500000
GAZP,D,20150818,000000,143.6200000,143.9000000,141.7000000,142.6500000
GAZP,D,20150819,000000,142.5000000,143.6000000,139.8000000,140.8000000
GAZP,D,20150820,000000,140.1000000,143.0000000,139.8200000,142.6400000
GAZP,D,20150821,000000,141.5300000,143.0000000,140.2100000,140.2900000
GAZP,D,20150824,000000,139.0000000,139.0000000,134.1000000,135.3500000
GAZP,D,20150825,000000,135.7200000,141.0000000,135.7200000,140.4000000
GAZP,D,20150826,000000,140.2100000,141.9500000,138.5100000,140.5100000
GAZP,D,20150827,000000,141.8500000,144.8000000,141.5900000,144.6000000
GAZP,D,20150828,000000,145.3000000,147.3500000,143.0400000,146.6000000
GAZP,D,20150831,000000,145.8900000,148.1900000,145.1600000,148.1900000
GAZP,D,20150901,000000,148.1900000,148.2000000,143.7000000,144.5000000
GAZP,D,20150902,000000,144.1000000,145.5000000,142.2500000,142.5700000
GAZP,D,20150903,000000,143.6800000,145.9500000,142.7000000,145.3000000
GAZP,D,20150904,000000,144.9000000,145.1300000,142.1700000,142.8000000
GAZP,D,20150907,000000,142.5100000,143.4000000,141.3200000,141.6700000
GAZP,D,20150908,000000,142.2700000,144.3900000,142.2300000,143.2100000
GAZP,D,20150909,000000,144.3000000,145.4000000,144.1100000,144.2200000
GAZP,D,20150910,000000,143.6100000,144.7800000,142.3500000,142.9900000
GAZP,D,20150911,000000,143.2600000,143.5000000,141.2000000,142.4000000
GAZP,D,20150914,000000,142.2600000,143.8700000,142.1000000,143.5800000
GAZP,D,20150915,000000,143.5500000,143.8000000,141.4500000,141.9500000
GAZP,D,20150916,000000,142.4000000,143.1700000,141.6000000,142.9100000
GAZP,D,20150917,000000,142.9900000,143.2700000,142.3100000,142.8000000
GAZP,D,20150918,000000,143.3400000,143.4000000,139.1000000,139.5000000
GAZP,D,20150921,000000,140.1100000,140.8400000,138.8200000,139.4500000
GAZP,D,20150922,000000,139.7100000,139.7100000,135.6800000,136.4000000
GAZP,D,20150923,000000,136.4000000,136.8800000,133.3800000,134.3000000
GAZP,D,20150924,000000,134.5700000,134.7800000,131.5000000,132.2000000
GAZP,D,20150925,000000,132.6100000,134.5500000,132.5400000,133.8500000
GAZP,D,20150928,000000,134.1000000,134.2700000,130.3700000,130.9000000
GAZP,D,20150929,000000,130.6000000,134.0600000,130.3600000,133.2000000
GAZP,D,20150930,000000,133.8100000,135.7300000,132.8000000,134.5500000
GAZP,D,20151001,000000,134.6800000,135.6000000,131.5100000,132.9000000
GAZP,D,20151002,000000,132.7700000,133.1700000,131.0200000,131.5000000
GAZP,D,20151005,000000,132.4900000,136.8000000,132.2700000,136.8000000
GAZP,D,20151006,000000,136.9400000,137.9000000,135.1700000,137.8700000
GAZP,D,20151007,000000,138.0800000,140.0000000,136.7500000,140.0000000
GAZP,D,20151008,000000,139.3100000,141.1500000,138.3500000,139.8000000
GAZP,D,20151009,000000,140.6300000,145.3200000,140.6100000,143.8100000
GAZP,D,20151012,000000,143.8800000,144.9900000,140.7200000,141.7000000
GAZP,D,20151013,000000,141.0200000,141.8000000,138.8100000,141.8000000
GAZP,D,20151014,000000,141.1700000,143.3600000,140.5000000,142.0100000
GAZP,D,20151015,000000,142.3400000,144.1600000,142.2100000,142.6100000
GAZP,D,20151016,000000,143.7200000,144.1600000,140.2000000,141.0000000
GAZP,D,20151019,000000,140.8200000,141.5200000,138.6200000,140.2700000
GAZP,D,20151020,000000,140.7200000,140.7700000,138.6000000,140.4000000
GAZP,D,20151021,000000,140.2900000,140.6400000,138.2000000,139.4900000
GAZP,D,20151022,000000,139.3900000,140.1700000,138.8800000,139.2500000
GAZP,D,20151023,000000,139.7000000,140.1900000,138.5000000,138.9400000
GAZP,D,20151026,000000,139.1000000,139.9900000,136.6500000,138.5000000
GAZP,D,20151027,000000,137.3700000,138.5000000,135.6600000,138.5000000
GAZP,D,20151028,000000,138.2500000,138.3400000,135.8000000,138.1000000
GAZP,D,20151029,000000,138.2500000,138.3000000,135.5200000,136.1100000
GAZP,D,20151030,000000,136.0400000,136.6600000,135.1800000,135.7500000
GAZP,D,20151102,000000,135.4600000,137.8000000,135.1200000,137.8000000
GAZP,D,20151103,000000,137.6900000,142.0000000,137.4100000,141.7500000
GAZP,D,20151105,000000,141.8800000,142.9400000,140.4800000,140.9700000
GAZP,D,20151106,000000,140.9100000,142.3000000,137.3000000,137.7500000
GAZP,D,20151109,000000,138.0800000,138.3400000,135.7000000,136.5000000
GAZP,D,20151110,000000,136.4200000,136.9500000,135.3200000,135.5800000
GAZP,D,20151111,000000,135.8900000,136.6500000,134.6000000,135.0000000
GAZP,D,20151112,000000,135.1000000,138.8700000,134.5300000,136.6000000
GAZP,D,20151113,000000,136.4400000,137.3600000,135.7000000,136.0000000
GAZP,D,20151116,000000,136.4400000,139.2000000,135.6000000,137.2100000
GAZP,D,20151117,000000,138.2700000,143.5000000,137.8200000,142.7500000
GAZP,D,20151118,000000,142.8400000,147.9500000,141.7800000,147.4700000
GAZP,D,20151119,000000,148.1400000,149.9800000,145.1700000,147.5000000
GAZP,D,20151120,000000,146.2000000,148.9100000,144.7400000,148.0500000
GAZP,D,20151123,000000,147.8300000,152.0000000,145.8800000,152.0000000
GAZP,D,20151124,000000,151.8200000,152.8400000,144.7000000,145.6500000
GAZP,D,20151125,000000,146.0100000,147.0700000,142.2600000,143.9900000
GAZP,D,20151126,000000,144.2900000,146.2100000,141.8600000,143.2000000
GAZP,D,20151127,000000,142.9900000,143.1000000,140.6200000,140.6500000
GAZP,D,20151130,000000,140.4000000,142.4700000,138.0000000,138.0000000
GAZP,D,20151201,000000,140.0000000,140.0000000,136.8800000,137.4200000
GAZP,D,20151202,000000,137.6000000,139.4500000,136.3000000,136.8500000
GAZP,D,20151203,000000,136.5300000,140.6600000,136.5300000,140.0000000
GAZP,D,20151204,000000,140.4400000,141.6000000,137.0000000,137.7000000
